id,input_r,input_g,input_b,input_in_destination,modified,branch,output_r,output_g,output_b,mapping_coordinate_space,input_Lstar,input_Cstar,input_Lab_hue_degrees,output_Lstar,output_Cstar,output_Lab_hue_degrees,input_OkLab_L,input_OkLab_a,input_OkLab_b,input_OkLCh_C,input_OkLCh_h_degrees,input_OkLCh_hue_defined,output_OkLab_L,output_OkLab_a,output_OkLab_b,output_OkLCh_C,output_OkLCh_h_degrees,output_OkLCh_hue_defined,input_mapping_chroma,output_mapping_chroma,boundary_diagnostics_applicable,source_connected_boundary_mapping_chroma,destination_connected_boundary_mapping_chroma,knee_mapping_chroma,destination_boundary_utilization,local_minde_applicable,local_minde_iterations,local_minde_final_delta_e_ok,local_minde_returned_clipped_color,delta_e_2000,delta_e_ok,delta_Lstar,delta_Cstar,delta_Lab_hue_degrees,input_IPT_hue_degrees,output_IPT_hue_degrees,delta_IPT_hue_degrees,IPT_hue_defined,destination_margin_before,destination_margin_after,output_in_destination
p3_r000_g050_b000,0,0.5,0,false,true,fixed_Lh_radial_boundary_clip,0,0.49203636901366499,0.036445962319242818,CIELAB_D65,45.367400698715031,94.361281733340832,136.95291954462957,45.367400698715031,69.228966193820838,136.95291954462957,0.50775332649154248,-0.18199082248753704,0.12440208854000936,0.22044622723649987,145.64495558662844,true,0.51265362109943546,-0.13703150173201525,0.10327935341090098,0.17159329039302523,142.995010564133,true,94.361281733340832,69.228966193820838,true,94.361281734049768,69.228966193820838,0,1,false,0,0,false,5.3692955061198013,0.049915161518084929,0,-25.132315539519993,0,132.21265581008879,131.25749638305527,-0.95515942703352152,true,-0.048146451871365598,-9.2897026523122556e-13,true
p3_r000_g050_b025,0,0.5,0.25,false,true,fixed_Lh_radial_boundary_clip,0,0.4913912552530742,0.28166962618756392,CIELAB_D65,45.919719224850681,67.222417696225818,153.96685914195047,45.919719224850681,47.838414223652372,153.96685914195047,0.51419997404824491,-0.15803461297104518,0.071094339026463282,0.17328976870697746,155.77865787310651,true,0.519217421201286,-0.11545348119450045,0.052189033560988987,0.12670122944927925,155.67535856290809,true,67.222417696225818,47.838414223652372,true,67.222417696734738,47.838414223652372,0,1,false,0,0,false,5.4020324897454213,0.046858703930517748,0,-19.384003472573447,0,148.97726722471407,149.91765859563009,0.94039137091601788,true,-0.048146451871365473,-9.3681883453855687e-13,true
p3_r000_g050_b050,0,0.5,0.5,false,true,fixed_Lh_radial_boundary_clip,0,0.4957880704089066,0.48902540843229597,CIELAB_D65,47.627761308175927,40.025475723321293,194.36922947246444,47.627761308175927,30.086943604197327,194.36922947246444,0.53411654106379425,-0.11980630278702772,-0.02796288589207668,0.12302631090506724,193.13768775138283,true,0.53764906782442123,-0.089679314885618547,-0.020847811235337063,0.09207068345384524,193.08713897248523,true,40.025475723321293,30.086943604197327,true,40.025475723523812,30.086943604197327,0,1,false,0,0,false,3.886246057795061,0.031156675571972998,0,-9.9385321191239662,0,200.55871878735934,200.12440401946142,-0.43431476789791645,true,-0.04814645187136548,-7.2351852702539342e-13,true
p3_r000_g050_b075,0,0.5,0.75,false,true,fixed_Lh_radial_boundary_clip,0,0.50294235693162759,0.72021998880377835,CIELAB_D65,50.627441043787897,46.184113536148686,256.40260059297242,50.627441043787897,38.356955498516243,256.40260059297242,0.56838597065515861,-0.091078296510780879,-0.12858236304219228,0.15757119083392071,234.68904687732748,true,0.56978682222076138,-0.067310889612441763,-0.10587431504342733,0.12545966063374003,237.55334080449842,true,46.184113536148686,38.356955498516243,true,46.184113536342771,38.356955498516243,0,1,false,0,0,false,2.6973179859678051,0.032901481117030014,0,-7.8271580376324437,0,235.97963743934707,237.49961954566942,1.5199821063223453,true,-0.048146451871365702,-5.6899762683805272e-13,true
p3_r000_g050_b100,0,0.5,1,false,true,fixed_Lh_radial_boundary_clip,0,0.50863260043853198,0.97714248605833254,CIELAB_D65,54.798055568188445,77.70226353095957,282.90419954698558,54.798055568188445,69.317916395449672,282.90419954698558,0.61453933773703029,-0.074594854485631829,-0.21931072099625268,0.23164970248120065,251.21512674008858,true,0.61456709900202222,-0.052528323805882703,-0.19475192637957098,0.20171152081725402,254.90542415694335,true,77.70226353095957,69.317916395449672,true,77.702263530959129,69.317916395449672,0,1,false,0,0,false,1.9462510059159559,0.033016161799223384,0,-8.3843471355098984,0,246.6514265202477,248.89582211830637,2.2443955980586736,true,-0.081442251268295962,-7.9453721816218586e-13,true
p3_r000_g075_b000,0,0.75,0,false,true,fixed_Lh_radial_boundary_clip,0,0.73844914784834836,0.077561243278418818,CIELAB_D65,66.630436381507508,127.05628392873395,136.95291954462957,66.630436381507508,93.215935850019221,136.95291954462957,0.68368349424056218,-0.24504836294768328,0.16750585401684034,0.2968280837677772,145.64495558662838,true,0.69028167955136976,-0.184511200689082,0.13906435573859999,0.23104821621626639,142.99501056410674,true,127.05628392873395,93.215935850019221,true,127.05628392911603,93.215935850019221,0,1,false,0,0,false,5.6816087548325314,0.06721013977095365,0,-33.840348078714726,0,132.21265581008876,131.25749638304416,-0.95515942704460599,true,-0.11753609046004217,-9.5808831479817274e-13,true
p3_r000_g075_b025,0,0.75,0.25,false,true,fixed_Lh_radial_boundary_clip,0,0.73738442831481499,0.31108759670856434,CIELAB_D65,66.936688583877796,106.69170185098658,145.51583101314517,66.936688583877796,76.466211184288483,145.51583101314517,0.68725060790446912,-0.22988743784910404,0.13453773260694338,0.26636185082673358,149.66241749700467,true,0.69409841916545301,-0.16878775949374503,0.10290659933233394,0.19768428349533462,148.63015398458791,true,106.69170185098658,76.466211184288483,true,106.69170185133041,76.466211184288483,0,1,false,0,0,false,5.9022243415153799,0.069141823858143117,0,-30.225490666698093,0,139.32580569931864,139.5475423605339,0.22173666121526026,true,-0.11753609046004231,-8.4294336057996987e-13,true
p3_r000_g075_b050,0,0.75,0.5,false,true,fixed_Lh_radial_boundary_clip,0,0.73857935969982513,0.52710540188346988,CIELAB_D65,67.903925666096214,77.268589788838014,162.92267980987768,67.903925666096214,55.311571978888665,162.92267980987768,0.69856260775601597,-0.19663581516352729,0.057036435534475793,0.20474080878882764,163.82460251711143,true,0.70495685711798151,-0.14437383507880655,0.041320306606509864,0.15017047643734241,164.02868944306363,true,77.268589788838014,55.311571978888665,true,77.268589789081233,55.311571978888665,0,1,false,0,0,false,5.5129518268152209,0.054947226461025234,0,-21.957017809949349,0,161.34085670341366,162.27942921994926,0.9385725165356007,true,-0.11753609046004222,-8.0905727429459309e-13,true
p3_r000_g075_b075,0,0.75,0.75,false,true,fixed_Lh_radial_boundary_clip,0,0.74389080482717018,0.73408189871694174,CIELAB_D65,69.673983629928543,53.89380172109405,194.36922947246444,69.673983629928543,40.51169270798799,194.36922947246444,0.71918123244882393,-0.16131768606510991,-0.037651675603672496,0.16565338666373694,193.13768775138288,true,0.72393773548526985,-0.12075207421208868,-0.028071316698391257,0.12397202203603502,193.08713897248481,true,53.89380172109405,40.51169270798799,true,53.893801721204603,40.51169270798799,0,1,false,0,0,false,4.2871971447432919,0.041952073404060694,0,-13.38210901310606,0,200.55871878735934,200.12440401945804,-0.43431476790129864,true,-0.11753609046004249,-8.3315409409067783e-13,true
p3_r000_g075_b100,0,0.75,1,false,true,fixed_Lh_radial_boundary_clip,0,0.75111322870698138,0.96003904283955643,CIELAB_D65,72.277610442221231,53.546439195414031,240.20876612434654,72.277610442221231,43.174202842418111,240.20876612434654,0.74907693822163812,-0.13274485226480739,-0.13228039893745816,0.18740144008480464,224.89958998972978,true,0.7517862081389215,-0.099157535236410285,-0.10562643517005774,0.14487636315456831,226.80930887805627,true,53.546439195414031,43.174202842418111,true,53.546439195420049,43.174202842418111,0,1,false,0,0,false,3.2662187299687493,0.04296372648135454,0,-10.37223635299592,0,229.04806441578648,229.91290884137186,0.86484442558537467,true,-0.11753609046004213,-7.6231846512738619e-13,true
p3_r000_g100_b000,0,1,0,false,true,fixed_Lh_radial_boundary_clip,0,0.98486192668307282,0.11872933125614517,CIELAB_D65,86.590066123771152,157.74711039292774,136.95291954462957,86.590066123771152,115.7325247379089,136.95291954462957,0.84882929285324649,-0.30424052999375029,0.20796739545662446,0.36852779768138266,145.64495558662838,true,0.85702128961592272,-0.2290804346214988,0.1726557679641994,0.28685860582817146,142.99501056409574,true,157.74711039292774,115.7325247379089,true,157.74711039315213,115.7325247379089,0,1,false,0,0,false,5.8734624897942949,0.083444950617095018,0,-42.014585655018834,0,132.21265581008876,131.25749638303952,-0.95515942704923873,true,-0.22494017628055976,-7.7714590802364198e-13,true
p3_r000_g100_b025,0,1,0.25,false,true,fixed_Lh_radial_boundary_clip,0,0.98385124259031576,0.33425570471111782,CIELAB_D65,86.789094520934043,142.18823741046219,142.00475531111687,86.789094520934043,102.69590627864908,142.00475531111687,0.85114494305359389,-0.29387253156918725,0.18560855179773772,0.3475796301731971,147.72368005783537,true,0.85957031101796488,-0.21737898160426705,0.14607522357363048,0.26189996675332816,146.09952607274764,true,142.18823741046219,102.69590627864908,true,142.18823741065052,102.69590627864908,0,1,false,0,0,false,6.0665119460125343,0.086516669214930966,0,-39.492331131813117,0,136.08441000952121,135.84813241998211,-0.23627758953909961,true,-0.22494017628056004,-8.5386572833223957e-13,true
p3_r000_g100_b050,0,1,0.5,false,true,fixed_Lh_radial_boundary_clip,0,0.98351940333488974,0.56376324579934933,CIELAB_D65,87.422256552250943,115.18128445925564,152.66178869251181,87.422256552250943,81.978328574780448,152.66178869251181,0.85854016414466605,-0.2674005172111612,0.12629288226793786,0.29572441346013306,154.71870100383012,true,0.86697015530150601,-0.1953297556196513,0.093093769772480309,0.2163796741861034,154.51762478632347,true,115.18128445925564,81.978328574780448,true,115.18128445944578,81.978328574780448,0,1,false,0,0,false,6.1078880717856689,0.07979624363195742,0,-33.202955884475188,0,147.32938660204735,148.20405215299553,0.87466555094817977,true,-0.22494017628055993,-5.2227039978822771e-13,true
p3_r000_g100_b075,0,1,0.75,false,true,fixed_Lh_radial_boundary_clip,0,0.98624903401930686,0.77134241588844676,CIELAB_D65,88.598571305329259,87.733321282136131,168.66315092930398,88.598571305329259,63.282627972234529,168.66315092930398,0.87229882371179746,-0.23335604027169174,0.043752801568273526,0.23742230134584269,169.38069006979958,true,0.87986822786757146,-0.17213038699286534,0.03172162592369121,0.17502894525636661,169.55821178646138,true,87.733321282136131,63.282627972234529,true,87.733321282280599,63.282627972234529,0,1,false,0,0,false,5.5598136826025186,0.062854002943991599,0,-24.450693309901602,0,169.65809930597504,170.29729300383545,0.63919369786040647,true,-0.22494017628056007,-3.7970710224315059e-13,true
