id,input_r,input_g,input_b,input_in_destination,modified,branch,output_r,output_g,output_b,mapping_coordinate_space,input_Lstar,input_Cstar,input_Lab_hue_degrees,output_Lstar,output_Cstar,output_Lab_hue_degrees,input_OkLab_L,input_OkLab_a,input_OkLab_b,input_OkLCh_C,input_OkLCh_h_degrees,input_OkLCh_hue_defined,output_OkLab_L,output_OkLab_a,output_OkLab_b,output_OkLCh_C,output_OkLCh_h_degrees,output_OkLCh_hue_defined,input_mapping_chroma,output_mapping_chroma,boundary_diagnostics_applicable,source_connected_boundary_mapping_chroma,destination_connected_boundary_mapping_chroma,knee_mapping_chroma,destination_boundary_utilization,local_minde_applicable,local_minde_iterations,local_minde_final_delta_e_ok,local_minde_returned_clipped_color,delta_e_2000,delta_e_ok,delta_Lstar,delta_Cstar,delta_Lab_hue_degrees,input_IPT_hue_degrees,output_IPT_hue_degrees,delta_IPT_hue_degrees,IPT_hue_defined,destination_margin_before,destination_margin_after,output_in_destination
p3_r000_g000_b000,0,0,0,true,false,identity_no_mapping_required,0,0,0,OkLab_D65,-2.2204460492503131e-16,0,0,-2.2204460492503131e-16,0,0,0,0,0,0,0,false,0,0,0,0,0,false,0,0,false,0,0,0,0,false,0,0,false,0,0,0,0,0,0,0,0,false,0,0,true
p3_r000_g000_b025,0,0,0.25,true,false,identity_no_mapping_required,0,9.9866617126990487e-17,0.26214843023947532,OkLab_D65,3.6437238555324041,46.602314193127008,302.73212018833499,3.6437238555324072,46.602314193126979,302.73212018833493,0.17280635138141928,-0.012408409812860063,-0.1190982563111391,0.11974290496909479,264.05202261636987,true,0.17280635138141928,-0.012408409812860063,-0.1190982563111391,0.11974290496909479,264.05202261636987,true,0.11974290496909479,0.11974290496909479,true,0.11974290497845316,0.10153656393951557,0,1.1793082247733395,false,0,0,false,3.28031688551638e-14,0,3.1086244689504383e-15,-2.8421709430404007e-14,-5.6843418860808015e-14,252.41553410689085,252.41553410689082,-2.8421709430404007e-14,true,-2.4494592153439493e-18,-1.6327247023158405e-17,true
p3_r000_g000_b050,0,0,0.5,true,false,identity_no_mapping_required,0,3.0693761398624294e-16,0.52210615994396348,OkLab_D65,13.809698238520093,82.582120639327201,306.28880325729324,13.809698238520101,82.582120639327172,306.28880325729324,0.27896788874266271,-0.020031369567585736,-0.19226486092931536,0.19330554186293308,264.05202261636992,true,0.27896788874266271,-0.020031369567585736,-0.19226486092931536,0.19330554186293308,264.05202261636992,true,0.19330554186293308,0.19330554186293308,true,0.19330554186641902,0.16391435049091946,0,1.1793082258141996,false,0,0,false,7.5920367589888365e-15,0,7.1054273576010019e-15,-2.8421709430404007e-14,0,252.41553410689085,252.41553410689085,0,true,-5.2593146462781349e-18,-3.297633111417127e-17,true
p3_r000_g000_b075,0,0,0.75,true,false,identity_no_mapping_required,0,7.5396738657163829e-16,0.78206388964845153,OkLab_D65,24.138385295852164,111.19579105589834,306.28880325729324,24.138385295852178,111.19579105589828,306.28880325729324,0.37562676797090949,-0.026971988219203148,-0.25888222702174574,0.26028349086378016,264.05202261636992,true,0.37562676797090949,-0.026971988219203148,-0.25888222702174574,0.26028349086378016,264.05202261636992,true,0.26028349086378016,0.26028349086378016,true,0.26028349086562097,0.22070861978621487,0,1.1793082260035821,false,0,0,false,1.3976355343638314e-14,0,1.4210854715202004e-14,-5.6843418860808015e-14,0,252.41553410689085,252.41553410689085,0,true,-3.2221330325435153e-18,-5.8733284263801348e-17,true
p3_r000_g000_b100,0,0,1,false,true,fixed_OkLCh_radial_boundary_clip,0,0.20042889044545284,0.93727976866384421,OkLab_D65,33.833932651533601,138.05546789612066,306.28880325729324,35.21996347363747,111.30310111587812,302.40676598379042,0.46636054039547847,-0.033487152870911086,-0.32141600542695198,0.32315574875285474,264.05202261636992,true,0.46636054039547847,-0.028395589999937996,-0.27254622525552419,0.27402144885479224,264.05202261636987,true,0.32315574875285474,0.27402144885479224,true,0.32315574875293346,0.27402144885479224,0,1,false,0,0,false,5.1192913564643048,0.04913429989806254,1.3860308221038693,-26.752366780242539,-3.8820372735028172,252.41553410689085,253.49543198568256,1.0798978787917122,true,-0.098273600140966311,-9.9703279537143984e-13,true
p3_r000_g025_b000,0,0.25,0,false,true,fixed_OkLCh_radial_boundary_clip,0,0.24084352900490577,0.050031844432810078,OkLab_D65,22.013968762866881,55.017193352189501,140.93372179278074,21.617272364672985,38.182837243783901,141.33217883008109,0.31452723877378436,-0.11273401451586228,0.077060736709585562,0.13655517262662267,145.64495558662838,true,0.31452723877378436,-0.080145108420806008,0.054784184925020359,0.097080097454017716,145.64495558662838,true,0.13655517262662267,0.097080097454017716,true,0.13655517263114922,0.097080097454017716,0,1,false,0,0,false,5.4483575373195832,0.039475075172604936,-0.39669639819389602,-16.834356108405601,0.39845703730034643,132.21265581008873,135.18227368783786,2.9696178777491298,true,-0.011444076241775295,-8.426382046447701e-13,true
p3_r000_g025_b025,0,0.25,0.25,false,true,fixed_OkLCh_radial_boundary_clip,0,0.24518783319715942,0.24161312237335819,OkLab_D65,23.414146652471725,24.793736846297335,194.36922947246444,23.154808775155132,18.508482902467733,194.42913521612687,0.33085790299986945,-0.07421388228744058,-0.017321578863014712,0.076208512769123937,193.13768775138288,true,0.33085790299986945,-0.055169349925019935,-0.012876569936689744,0.056652124624622498,193.13768775138288,true,0.076208512769123937,0.056652124624622498,true,0.07620851277093868,0.056652124624622505,0,0.99999999999999989,false,0,0,false,3.5197611586981048,0.019556388144501426,-0.25933787731659308,-6.285253943829602,0.059905743662426403,200.55871878735934,200.17939690192969,-0.37932188542964695,true,-0.011444076241775304,-6.8837515749628337e-13,true
p3_r000_g025_b050,0,0.25,0.5,false,true,fixed_OkLCh_radial_boundary_clip,0,0.26181895286808377,0.46003367950463186,OkLab_D65,27.342491558292636,44.304500837369226,279.97379350519077,27.511440353566847,34.155230008925315,274.24597807107847,0.37507066596200828,-0.047578283357626136,-0.12620061109438876,0.13487137312215564,249.3432975031601,true,0.37507066596200828,-0.036819540848135345,-0.097663224213504679,0.10437329137305575,249.3432975031601,true,0.13487137312215564,0.10437329137305575,true,0.13487137312532577,0.10437329137305575,0,1,false,0,0,false,1.9756262435157563,0.030498081749099883,0.16894879527421125,-10.14927082844391,-5.7278154341123013,245.50248316002472,245.3411540114044,-0.16132914862032521,true,-0.011444076241775297,-9.1261530582236511e-13,true
p3_r000_g025_b075,0,0.25,0.75,false,true,fixed_OkLCh_radial_boundary_clip,0,0.28994672202397159,0.68615217780461091,OkLab_D65,33.269250129051159,82.574642306653772,296.17249256668731,33.94630489127487,62.964579863487458,290.59993304081939,0.43808726249244134,-0.040130365676377212,-0.21534749067694053,0.21905476025454171,259.44391755664037,true,0.43808726249244134,-0.031799411744312556,-0.17064194179948816,0.17357959237302129,259.44391755664037,true,0.21905476025454171,0.17357959237302129,true,0.21905476025875742,0.17357959237302129,0,1,false,0,0,false,4.4741002149165121,0.045475167881520423,0.67705476222371175,-19.610062443166314,-5.5725595258679164,251.31326436197892,251.65146862419346,0.33820426221453204,true,-0.011444076241775226,-8.5851835446177256e-13,true
p3_r000_g025_b100,0,0.25,1,false,true,fixed_OkLCh_radial_boundary_clip,0,0.32649251794722445,0.91668973911731144,OkLab_D65,40.324977164308876,116.98360607251936,301.04066583008631,41.455559502333529,89.65977110184437,295.85005877679129,0.50984474842907157,-0.040720670113273613,-0.29098723069994348,0.29382263596410707,262.03377731507305,true,0.50984474842907157,-0.032763575526353929,-0.23412635606736867,0.23640770394945973,262.03377731507305,true,0.29382263596410707,0.23640770394945973,true,0.29382263596423641,0.23640770394945973,0,1,false,0,0,false,5.7290864104247508,0.057414932014647334,1.1305823380246522,-27.323834970674994,-5.1906070532950253,252.39026536944232,253.03399900097438,0.64373363153205787,true,-0.09427290575406988,-9.4420773197156703e-13,true
